custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
9392-WSAONF-3QM,4,1,0,35,4,February,20,5,3,0,6,3,0,25,3.2188758248682,2,6.6,.84975,-.162813090405912,.80025,-.222831100132165,0,4,0,-1,-1,1,19,2,1,0,0,0,0,16,1,3,6,2,3,0,0,11.3,1,0,1,1,1,19,1,0,0,0,0,0,0,0,0,1,9,4,1,0,0,4,2,2,0,17,5,3,1,4,1,17,5,11,188.41,1,14.81,0,3,65,0,11.35,2.42921774392741,686.4,6.53146054817375,1,63.75,4.15496918403854,4112.95,8.32189581157982,1,54.2,3.9926809084456,3521.2,8.16655711958675,1,29,3.36729582998647,1845,7.52023455647463,1,81.85,4.40488830381714,5420.95,8.59802635582728,1,1,1,4,1,1,1,1,1,1,28,1,1,1,0,1,1,1,1,1,0,0,0
8439-MLNLCT-L4Y,5,3,1,66,6,April,15,3,1,1,17,5,0,64,4.15888308335967,3,6.1,3.173952,1.15497749911652,.730048,-.314644993576704,0,4,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,41,5,2,0,1,27.5,2,0,1,1,1,27,1,0,0,0,0,0,1,0,0,1,9,4,0,0,0,1,3,2,1,37,5,4,1,1,0,25,5,7,133.46,7,272.66,0,3,71,0,11.15,2.41143949790613,771.15,6.64788290716962,0,0, ,0, ,0,0, ,0, ,1,22.5,3.11351530921037,1545,7.34277918933185,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0
2308-WNZPTH-TSZ,2,2,0,38,4,June,16,3,5,0,5,2,0,28,3.3322045101752,2,16.9,2.678312,.985186745337186,2.053688,.719637201234408,1,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,4,12,3,4,1,1,12.5,1,0,1,1,1,27,1,1,0,0,1,0,0,0,0,0,9,3,1,1,1,4,1,4,0,3,2,3,3,3,0,3,2,9,96.76,5,96.58,1,3,11,1,4.55,1.51512723296286,53.6,3.98154906807676,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,1,0,0,0,1,0
3842-AZGVSF-4XY,4,2,0,37,4,February,17,4,1,0,3,2,0,60,4.0943445622221,3,14,1.554,.440832251945456,6.846,1.92366454010799,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,-1,-1,-1,-1,-1,0,3,2,27,0,0,1,0,0,0,0,0,0,0,9,4,0,0,1,1,3,2,1,6,3,2,2,2,0,6,3,17,757.41,7,380.05,0,3,22,0,4.15,1.42310833424261,81.4,4.3993752730085,1,21.75,3.07961375753469,494.2,6.20294029355451,0,0, ,0, ,1,6.25,1.83258146374831,155,5.04342511691925,1,28.4,3.34638914516716,591,6.3818160174061,1,1,0,3,1,1,0,0,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0
5975-RHTXHI-REN,2,1,1,22,2,October,17,4,1,0,0,1,0,23,3.13549421592915,1,9.6,.514464,-.664629697001588,1.693536,.526818650799968,1,1,1,20,5,5,5,0,0,0,0,0,0,5,0,2,1,1,2,0,0,6,1,0,0,1,1,21,1,0,0,0,0,0,0,0,0,1,9,4,0,0,0,4,1,2,1,4,2,3,4,4,0,2,2,11,79,1,21.07,1,2,14,1,1.95,.667829372575655,45.25,3.81220267014594,0,0, ,0, ,0,0, ,0, ,1,7.25,1.98100146886658,110,4.70048036579242,0,0, ,0, ,0,0,0,2,1,1,1,1,0,1,20,0,1,1,0,1,1,0,0,0,0,1,0
2440-ZXMHXC-WGP,2,4,0,23,2,May,15,3,2,0,0,1,0,43,3.76120011569356,2,5.6,.667016,-.404941245348224,1.740984,.554450470623202,0,1,0,-1,-1,1,1,0,1,0,0,0,0,0,0,1,1,1,3,1,1,17.6,1,0,1,1,1,31,1,0,0,0,0,0,0,1,0,0,9,4,0,1,0,4,2,3,0,5,2,1,2,4,0,5,2,8,321.42,6,206.74,0,1,61,0,16.15,2.78192004966867,952.65,6.85924757491709,1,28.75,3.35863776724336,1707.1,7.44255130338671,0,0, ,0, ,1,21,3.04452243772342,1350,7.20785987143248,1,30.95,3.4323729991306,1824.75,7.50919827033174,1,1,1,1,1,1,1,0,0,1,19,1,1,1,0,1,1,0,0,0,0,0,0
5845-VWOATR-A2K,2,1,1,65,6,April,15,3,1,1,8,3,0,84,4.43081679884331,4,8,2.70816,.996269437499604,4.01184,1.38924998894552,0,1,0,-1,-1,1,4,0,0,2,0,0,0,2,1,3,24,4,4,1,0,29.8,2,0,1,1,1,17,1,0,0,1,1,0,0,0,0,0,9,6,1,1,1,4,4,1,0,18,5,2,2,1,0,17,5,6,113.81,1,20.69,0,2,38,0,12.85,2.55334381134123,467.3,6.14697144970638,1,31,3.43398720448515,1184.25,7.07686494180386,0,0, ,0, ,1,16.75,2.81839825827108,640,6.46146817635372,1,42.45,3.74832691275736,1566.95,7.35688633374229,1,1,1,2,1,1,1,1,0,1,15,1,1,1,1,1,0,1,0,1,0,0,0
7517-LAKWWD-7IQ,2,2,1,70,6,June,19,4,2,0,10,3,1,13,2.56494935746154,1,1.2,.072696,-2.62146891658909,.083304,-2.48525871175454,0,3,1,19,4,2,0,0,0,0,0,0,0,0,0,2,12,3,1,0,0,8.7,1,0,1,10,5,20,0,0,0,0,0,0,1,0,0,1,9,4,0,0,0,4,2,1,0,19,5,3,4,3,0,16,5,1,13.25,7,87.88,0,2,37,0,8.05,2.08567209143047,312.75,5.74540414934702,1,22.75,3.12456514539696,797.95,6.6820459388452,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,1,0,3,0,0,0,0,1,1,23,1,1,1,0,1,0,1,0,0,0,1,0
1730-TFNOFH-PRS,3,5,1,36,4,April,18,4,2,0,1,1,0,35,3.55534806148941,2,8.2,1.14226,.13300875607383,1.72774,.546814196098214,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,7,2,3,0,0,12.9,1,1,0,1,1,34,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,4,3,2,0,1,1,1,3,4,0,1,1,10,626.14,7,234.99,0,1,4,1,2.05,.717839793150317,14.95,2.7047112998367,1,20,2.99573227355399,79.2,4.37197629882038,0,0, ,0, ,1,25.5,3.23867845216438,85,4.44265125649032,1,28.9,3.36384159511839,108.9,4.69043002993891,0,1,1,0,1,1,1,1,1,1,18,1,1,1,1,0,1,1,1,0,0,0,0
1279-AFXVPD-MW2,3,1,0,62,5,May,14,2,1,0,13,4,0,64,4.15888308335967,3,.8,.15872,-1.84061363544557,.35328,-1.04049433533346,0,5,1,15,3,3,6,0,0,0,0,0,0,6,0,2,13,3,2,1,0,30.8,2,1,1,5,3,22,0,1,0,0,1,0,0,0,0,0,9,1,1,1,1,2,1,1,0,27,5,1,4,2,0,19,5,15,1262.92,4,296.31,1,2,60,0,20.85,3.03735394824481,1266.2,7.14377556811003,1,41.75,3.73169945129686,2434.75,7.79759936084131,0,0, ,0, ,1,18.25,2.9041650800285,1115,7.01660968389422,1,37.6,3.62700405039585,2299.8,7.74057744161456,1,0,1,1,1,1,1,1,0,1,9,1,1,1,0,1,1,0,0,1,0,0,0
3013-JOQQGI-XSK,1,1,0,61,5,February,11,1,4,0,30,5,1,13,2.56494935746154,1,12.5,.274625,-1.29234874827736,1.350375,.300382331655012,0,3,0,-1,-1,1,12,0,0,0,0,0,0,12,0,2,20,4,2,0,1,8.5,1,0,0,1,1,23,1,0,0,1,0,0,0,0,0,1,9,3,0,0,0,3,1,4,0,39,5,4,2,2,0,29,5,4,56.4,0,0,1,3,71,0,66.35,4.19494376077822,4822.2,8.48098553444673,1,33.5,3.51154543883102,2391.5,7.77967606312035,0,0, ,0, ,1,24,3.17805383034795,1670,7.4205789054108,0,0, ,0, ,1,0,0,0,1,0,1,0,0,1,19,1,1,1,0,0,0,0,0,1,0,1,0
9025-NNFRMB-4QV,5,2,1,61,5,February,15,3,6,0,29,5,1,13,2.56494935746154,1,10.8,.897156,-.108525519000983,.506844,-.679552015045637,0,2,1,12,2,2,1,0,1,0,0,0,0,0,1,4,24,4,1,1,1,4.7,1,1,0,4,3,24,0,1,0,1,0,0,0,0,1,0,9,7,1,1,0,1,4,4,0,38,5,3,4,3,1,26,5,3,83.36,4,118,1,3,69,1,26.95,3.29398329735501,1817.95,7.50546477160894,0,0, ,0, ,1,42.3,3.74478708605223,2966.85,7.99525606289553,1,18.5,2.91777073208428,1260,7.13886699994552,0,0, ,0, ,1,1,0,3,0,0,0,0,1,1,20,1,1,1,0,1,1,1,0,1,0,0,0
2493-RAIOHQ-DZZ,1,2,0,63,5,February,13,2,5,0,36,5,0,174,5.15905529921453,5,6.5,4.68234,1.54379798497121,6.62766,1.8912518007229,0,5,1,12,2,2,0,0,0,0,0,0,0,0,1,1,25,4,3,1,1,69.1,3,0,0,1,1,34,1,0,0,0,0,0,0,0,0,1,9,4,0,1,1,1,1,2,0,18,5,4,1,1,1,19,5,10,625.66,3,251.69,0,2,52,0,11.1,2.40694510831829,576.3,6.35662835844262,0,0, ,0, ,1,37.95,3.63626950384164,1905.05,7.55226353393552,0,0, ,0, ,1,24.25,3.18841661738349,1220.2,7.10677005871775,1,1,0,1,1,0,0,0,1,1,20,1,1,1,0,1,1,1,0,0,0,1,0
7440-XHITVM-BUH,1,1,0,45,4,January,12,2,3,1,10,3,0,27,3.29583686600433,2,9.6,1.62,.482426149244293,.972,-.028399474521698,0,1,1,13,2,2,0,0,0,0,0,0,0,0,0,2,9,3,3,0,0,9.9,1,0,1,1,1,16,1,0,0,0,0,0,0,0,0,0,9,4,0,1,1,2,2,1,1,6,3,4,3,3,0,5,2,8,127.4,1,22.76,0,2,24,1,9.5,2.2512917986065,240.4,5.48230420266105,0,0, ,0, ,1,31.15,3.43881424523346,703.35,6.5558546342037,1,16.25,2.78809290877575,345,5.84354441703136,0,0, ,0, ,1,1,1,0,1,1,0,0,0,1,16,1,1,1,0,0,1,1,0,1,0,0,0
5636-ABJDFZ-T9S,1,1,1,53,5,July,9,1,1,0,7,3,0,24,3.17805383034795,1,2.2,.177408,-1.72930311429481,.350592,-1.04813212478158,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,13,3,3,1,0,10.7,1,1,0,1,1,19,1,0,1,0,0,0,0,0,0,0,9,7,1,0,1,2,3,3,1,16,5,3,1,1,0,12,4,10,183.38,7,121.24,0,2,36,0,10.2,2.32238772029023,358.8,5.88276513018464,1,22.75,3.12456514539696,788.45,6.6700689928516,0,0, ,0, ,1,22.5,3.11351530921037,800,6.68461172766793,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,15,1,1,1,0,1,0,0,0,0,0,0,0
6230-KFNEMJ-5BT,2,2,0,19,2,January,13,2,1,0,0,1,0,20,2.99573227355399,1,11.2,.21056,-1.55798463084518,2.02944,.707759892927791,1,1,0,-1,-1,3,3,1,2,0,0,0,0,0,0,2,0,1,1,1,1,7.4,1,1,0,4,3,39,0,0,1,1,0,0,0,0,0,0,9,2,0,0,0,5,4,3,0,2,2,1,2,1,0,1,1,9,422.5,9,388.47,1,1,4,1,2.45,.896088024556636,14.25,2.65675690671466,0,0, ,0, ,1,25.55,3.24063731664971,73.35,4.29524250458899,0,0, ,0, ,0,0, ,0, ,0,1,0,4,1,0,0,0,1,1,16,0,1,1,0,1,1,1,0,0,0,0,0
8061-KJKIBX-1TI,2,1,1,78,6,October,16,3,4,0,27,5,1,26,3.25809653802148,2,5.2,.720616,-.32764887719552,.631384,-.459841043692468,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,39,5,1,0,0,13.6,1,0,1,5,3,23,0,0,0,0,1,0,0,0,0,0,9,5,1,0,1,2,3,4,0,40,5,3,3,4,0,30,5,4,50.4,1,14.31,1,1,72,0,48.6,3.88362353090645,3561.05,8.17781072417892,0,0, ,0, ,0,0, ,0, ,1,30.75,3.42588999425253,2160,7.67786350067821,0,0, ,0, ,1,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,0,0,1,0,0,0
6984-SKSZLL-0VG,2,2,1,68,6,October,14,2,5,0,34,5,0,313,5.74620319054015,5,25,42.0985,3.74001211059991,36.1515,3.58771844151986,1,4,1,9,1,2,8,0,0,0,0,0,0,8,1,1,28,5,3,1,1,87.7,3,0,0,1,1,22,1,1,1,1,0,0,0,0,0,0,2,6,1,1,1,1,4,2,0,26,5,2,3,3,0,24,5,9,1129.13,8,1277.68,1,2,62,0,9.55,2.25654115449264,591.1,6.38198520783032,1,53.25,3.97499780458953,3401.45,8.13195709027975,0,0, ,0, ,1,37,3.61091791264422,2265,7.72533003791713,1,38.95,3.66227877231676,2315.5,7.74738092592081,1,1,0,1,1,1,1,1,0,1,25,1,1,1,1,1,0,0,1,1,0,0,0
9036-JCWMQM-POI,3,2,0,64,5,December,10,1,2,0,2,2,0,31,3.43398720448515,2,4.4,.721556,-.326345287702567,.642444,-.442475625544449,0,5,1,8,1,2,1,0,1,0,0,0,0,0,1,1,29,5,1,1,0,18.1,1,1,0,10,5,27,0,0,0,0,0,0,0,0,0,1,9,4,0,1,1,1,3,4,1,24,5,4,4,2,0,19,5,12,352.81,4,125.76,1,1,56,0,10.65,2.36555989215543,588.95,6.37834129040479,0,0, ,0, ,0,0, ,0, ,1,8.5,2.14006616349627,475,6.16331480403464,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0
0107-RHRNEN-1SR,3,2,0,68,6,January,17,4,2,0,1,1,0,41,3.71357206670431,2,9.5,.65436,-.424097620256166,3.24064,1.17577084116178,0,2,0,-1,-1,1,6,0,0,0,6,0,0,0,0,2,18,4,0,-1,-1,-1,-1,-1,1,7,4,28,0,0,0,1,0,0,1,0,0,0,9,6,0,0,1,4,4,1,0,3,2,1,4,2,0,3,2,10,305.16,4,107.1,0,2,6,0,2.5,.916290731874155,14.85,2.69799986524871,0,0, ,0, ,1,29.3,3.37758751602302,142.5,4.95934199970871,1,16.25,2.78809290877575,80,4.38202663467388,0,0, ,0, ,0,0,0,1,1,1,0,1,1,1,21,1,1,1,0,1,1,1,1,0,0,0,1
4420-DHLGRJ-CG9,2,1,1,59,5,September,10,1,6,0,23,5,0,87,4.46590811865458,4,18.4,5.026512,1.61472630420755,10.981488,2.39621094602518,0,5,0,-1,-1,1,5,3,0,0,0,2,0,0,1,4,17,4,4,1,0,53.2,3,0,1,1,1,16,1,1,0,1,0,0,0,0,0,1,9,5,0,0,0,1,3,2,0,38,5,4,4,4,1,28,5,10,857.54,3,206.24,1,1,70,0,28.8,3.3603753871419,2018.5,7.610109940293,0,0, ,0, ,0,0, ,0, ,1,12.5,2.52572864430826,905,6.80793494369993,0,0, ,0, ,1,0,0,0,1,1,1,1,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0
6816-RFGSTX-G9K,1,1,0,44,4,July,16,3,2,1,2,2,0,37,3.61091791264422,2,3.7,.56129,-.577517572977472,.80771,-.21355219577606,0,2,1,15,3,3,2,0,2,0,0,0,0,0,1,3,15,3,0,-1,-1,-1,-1,-1,0,8,4,19,0,0,0,0,0,1,0,1,0,0,9,5,0,0,1,2,4,4,0,17,5,4,4,3,0,15,4,12,365.6,2,69.08,1,2,36,1,9.55,2.25654115449264,359.9,5.88582621508499,1,27.75,3.32323584019244,947.55,6.85387970601282,1,64.9,4.17284762371004,2264.55,7.72513134268185,1,16,2.77258872223978,585,6.37161184723186,1,105.6,4.65965837127216,3652.65,8.20320821054341,1,1,1,3,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,0,0,0,0
8085-CCFBNB-75N,5,5,0,26,3,January,15,3,6,0,2,2,0,28,3.3322045101752,2,13.5,1.17936,.164971918458842,2.60064,.955757568582703,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,5,2,1,1,1,10,1,0,0,9,4,35,1,1,1,1,0,0,0,1,1,0,9,4,0,0,1,1,4,1,0,6,3,4,2,4,0,7,3,5,176.84,3,100.16,0,1,20,0,16.65,2.81241021642645,320.15,5.76878963596481,1,20.25,3.00815479355255,365.05,5.90003433050209,0,0, ,0, ,1,15.5,2.7408400239252,290,5.66988092298052,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,1,0,0,0,0,0,0,0
1755-QGDBEN-2OX,3,3,1,73,6,April,11,1,3,0,37,5,0,188,5.23644196282995,5,5.7,3.10764,1.13386359568075,7.60836,2.02924764273559,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,36,5,2,1,1,90.7,3,0,1,1,1,26,1,0,0,0,0,0,0,0,0,0,9,7,1,0,1,2,1,4,0,23,5,4,2,3,1,17,5,4,92.48,9,275.82,1,1,60,0,18.35,2.90962957450058,1065.85,6.9715278818792,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,1,1,0,0,0,1,19,1,1,1,0,0,0,0,0,1,1,0,0
8324-ELSJRI-FZP,2,3,1,39,4,September,15,3,2,0,2,2,0,23,3.13549421592915,1,19.1,1.041141,.0403172271466365,3.351859,1.20951511729596,1,5,0,-1,-1,4,0,0,0,0,0,0,0,0,1,1,17,4,2,1,1,14.9,1,1,0,3,2,29,0,0,1,1,1,0,0,1,0,0,9,5,0,1,1,5,1,3,0,7,3,2,3,2,0,7,3,18,400.31,5,103.91,0,1,21,0,4.2,1.43508452528932,94.25,4.54595082632812,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,26,1,1,1,0,1,0,0,0,0,0,1,0
3535-CSMMQL-15Y,5,3,0,28,3,April,19,4,2,0,0,1,0,75,4.31748811353631,4,7.5,2.2725,.820880547069497,3.3525,1.2097063361737,0,3,1,14,2,4,0,0,0,0,0,0,0,0,0,2,5,2,1,1,1,56.1,3,1,0,4,3,24,0,0,0,1,0,0,0,0,0,0,9,6,0,0,1,1,4,4,0,9,3,4,1,2,0,3,2,6,145.15,3,49.5,1,3,9,0,3.45,1.23837423104327,32.8,3.4904285153901,1,16.25,2.78809290877575,188.5,5.23909800688807,1,50.15,3.91501851440794,413.05,6.02356865100851,1,25.5,3.23867845216438,180,5.19295685089021,1,53.5,3.97968165390196,419.8,6.03977840738653,1,1,1,4,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,0,0,0,1
6138-XXDNLX-Q1U,4,2,1,35,4,July,13,2,5,1,6,3,0,38,3.63758615972639,2,4.5,1.44153,.365705049534287,.26847,-1.31501610311926,0,4,1,11,1,4,5,0,1,0,0,0,0,4,0,2,8,3,2,1,0,19.6,1,0,0,1,1,29,1,0,1,0,0,0,0,0,0,1,9,4,0,0,0,2,2,3,0,17,5,1,1,1,0,17,5,8,139.33,9,147.94,0,3,59,0,12.9,2.55722731136763,753.65,6.62492806925654,0,0, ,0, ,0,0, ,0, ,1,15.75,2.75684036527164,915,6.81892406527552,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,1,0,0,1,0,1,0
1683-HSIMDN-3GC,1,1,1,37,4,July,14,2,1,0,2,2,0,74,4.30406509320417,3,11.7,4.93506,1.59636483086625,3.72294,1.31451367872526,0,3,0,-1,-1,1,5,0,0,0,0,0,0,5,0,3,16,4,1,1,1,38.1,2,0,0,10,5,15,1,0,0,0,0,1,0,1,0,1,1,4,1,0,0,3,1,2,1,19,5,2,3,3,1,14,4,9,177.89,1,14.98,1,3,33,1,5.4,1.68639895357023,154.2,5.03825046112923,1,21.5,3.06805293513362,755.35,6.62718121798973,0,0, ,0, ,1,13.5,2.60268968544438,440,6.08677472691231,0,0, ,0, ,0,1,0,0,1,1,1,1,0,1,18,1,1,1,0,1,0,0,0,0,0,0,0
7934-ZBLADZ-OQR,5,5,0,41,4,September,15,3,5,0,15,4,0,57,4.04305126783455,3,7.2,1.608768,.475468668676794,2.495232,.914381710852498,0,4,1,14,2,5,4,1,0,3,0,0,0,0,1,3,8,3,1,0,0,38.1,2,1,0,8,4,29,0,0,0,0,1,0,0,1,1,0,1,4,0,0,1,3,4,2,0,16,5,2,2,4,0,15,4,8,172.72,9,212.55,1,3,41,0,8.45,2.13416644136908,364.2,5.89770316729351,1,16.75,2.81839825827108,717.2,6.57535474173098,0,0, ,0, ,1,7.5,2.01490302054226,305,5.72031177660741,0,0, ,0, ,0,0,0,0,1,1,0,1,0,1,24,1,1,1,0,0,0,0,0,0,0,0,0
6704-WXZEXU-VPY,3,3,0,39,4,October,19,4,6,0,11,4,0,133,4.89034912822175,5,.9,.337554,-1.08602978146819,.859446,-.151467283358077,0,5,1,18,4,3,11,1,3,0,0,0,0,7,0,1,17,4,2,1,1,65.8,3,0,0,4,3,22,1,0,0,1,0,0,0,0,0,0,9,3,1,1,1,4,3,1,0,21,5,2,2,2,0,21,5,14,169.62,0,0,1,1,68,0,14.55,2.6775909936175,1000.9,6.90865487422497,1,29.75,3.39282913199164,1904.4,7.55192227732036,0,0, ,0, ,1,30,3.40119738166216,2100,7.64969262371151,0,0, ,0, ,1,0,1,1,1,1,0,1,0,1,16,1,1,1,1,1,1,1,0,1,0,1,0
4734-KWKRHE-ZM0,5,2,1,57,5,June,9,1,5,0,25,5,0,79,4.36944785246702,4,24.6,1.418682,.349728271583501,18.015318,2.89122239600097,0,4,1,8,1,2,2,2,0,0,0,0,0,0,0,2,28,5,3,1,1,51.9,3,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,2,3,3,0,36,5,4,2,3,0,28,5,12,412.43,6,152.11,0,3,68,0,26.9,3.29212628660779,1754.55,7.46996769276483,0,0, ,0, ,0,0, ,0, ,1,16.75,2.81839825827108,1130,7.02997291170639,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,28,1,1,1,0,0,0,0,1,1,0,0,0
1280-MUTTGL-G5A,3,5,0,77,6,February,18,4,3,0,21,5,1,25,3.2188758248682,2,18.1,1.181025,.166382705492446,3.343975,1.20716021911795,0,3,1,14,2,2,6,1,0,0,0,0,0,5,1,1,43,5,2,1,1,13.9,1,0,1,1,1,25,1,0,0,1,1,0,0,1,0,0,9,4,0,0,1,1,2,4,0,30,5,4,1,2,0,23,5,12,462.33,6,255.77,0,2,61,0,22.65,3.12015985192904,1403.5,7.24672439580194,1,25.5,3.23867845216438,1457.55,7.28451222295356,1,25.95,3.2561716096119,1566.5,7.35659911039225,1,18,2.89037175789616,1130,7.02997291170639,0,0, ,0, ,1,0,0,3,0,0,0,0,0,1,22,1,1,1,0,1,1,0,0,1,0,1,1
7867-PBJCJK-0PN,1,1,1,68,6,February,10,1,6,0,31,5,1,9,2.19722457733622,1,4.7,.138744,-1.97512477053385,.284256,-1.25788003839485,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,9,3,1,0,0,4.2,1,1,1,3,2,20,1,0,1,0,1,0,0,0,0,0,9,7,1,1,0,2,4,3,0,10,3,3,1,2,1,11,4,4,68.67,4,83.63,0,3,26,0,12.15,2.49732916978656,308.85,5.73285572214191,1,15.75,2.75684036527164,401.85,5.99607888465873,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7678-SNASTP-1LD,2,2,0,54,5,October,13,2,2,0,5,2,0,45,3.80666248977032,2,9.7,1.427355,.355823081206682,2.937645,1.07760823995416,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,4,31,5,4,1,1,18,1,0,0,1,1,20,1,0,1,0,0,0,0,0,0,0,9,3,0,0,0,2,1,3,0,19,5,3,3,1,1,14,4,16,579.66,5,174.33,1,2,44,0,9.55,2.25654115449264,428.75,6.06087399848015,0,0, ,0, ,0,0, ,0, ,1,12.25,2.50552593699074,530,6.27287700654617,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,1,0,0,1,0,1,0
0622-CLNWAL-WV8,5,2,0,41,4,January,19,4,5,0,6,3,0,94,4.54329478227,4,16.1,3.268944,1.18446699697436,11.865056,2.4735976096406,0,4,0,-1,-1,1,4,2,2,0,0,0,0,0,1,1,16,4,1,1,1,25.4,2,1,1,10,5,29,0,0,0,1,0,0,0,0,0,1,9,3,0,0,0,1,3,1,0,9,3,3,2,2,0,11,4,10,558.74,7,588.38,1,1,38,1,12.4,2.51769647261099,492.4,6.1992913943103,1,24.75,3.2088254890147,924.05,6.82876618273177,1,46.4,3.83729945923221,1671.55,7.42150661866433,1,11.75,2.46385324059017,425,6.05208916892442,1,48.05,3.8722421354163,1725.25,7.45312724650071,1,1,1,2,1,1,0,1,1,1,21,1,1,1,1,1,1,1,0,0,0,0,0
0728-LDVBOE-9Z2,2,3,0,57,5,December,11,1,6,1,22,5,1,23,3.13549421592915,1,10.1,.218362,-1.52160104292386,2.104638,.744143480849114,0,3,0,-1,-1,1,8,0,0,0,0,0,0,8,1,1,25,4,0,-1,-1,-1,-1,-1,0,10,5,27,0,0,1,0,0,0,0,0,0,1,9,4,0,0,1,2,4,3,1,22,5,3,3,2,1,18,5,10,239.08,0,0,0,2,50,0,15.4,2.73436750941958,746.6,6.61552956648048,1,25.5,3.23867845216438,1293.2,7.16487504585128,0,0, ,0, ,1,10,2.30258509299405,445,6.09807428216624,0,0, ,0, ,0,0,0,0,0,0,1,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0
1834-KUMRGH-5EV,3,2,0,39,4,August,20,5,5,0,8,3,0,156,5.04985600724954,5,15.1,2.214264,.794920068370191,21.341736,3.06066459214317,0,3,0,-1,-1,2,1,1,0,0,0,0,0,0,1,1,18,4,0,-1,-1,-1,-1,-1,1,5,3,27,0,0,0,0,1,0,0,0,0,0,9,4,1,0,1,1,2,4,0,21,5,4,1,2,1,19,5,9,636.03,3,308.31,1,1,55,1,12.35,2.51365606307399,666.7,6.50234016962401,1,34.25,3.53368656470823,1954.3,7.57778735203603,0,0, ,0, ,1,5.5,1.70474809223843,270,5.59842195899838,1,49.8,3.90801498403061,2722,7.90912218321141,1,1,1,4,0,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,0
